,Título,Número de registro,Denominação,Classificação,Local de produção,Data de produção,Autor,Material/Técnica,Dimensões - altura,Dimensões - largura,Situação,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Dimensões - peso,Resumo descritivo,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
95,,443,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | policromada | tinta,"26,1","6,7",,,,,,"Parte inferior da perna de santo de roca, correspondente ao lado esquerdo (panturrilha e pé), de pequenas dimensões, confeccionada em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas simples, com parte da carnação aparente, em tom bege, e o restante da perna pintada em tom vermelho claro. Objeto em posição vertical, tendo pé calçado com sapato, de salto baixo e ponta abaulada, pintado em tom vermelho. Extremidade superior da peça em estrutura cilíndrica, com corte reto na superfície e prolongamento em duas ripas de madeira posicionadas verticalmente e fixadas por pregos. Carnação pintada até a parte central da panturrilha e o restante da perna em tom vermelho (provavelmente para compor um conjunto de meia e sapato, ou espécie de “botina”).",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
0,[Nosso Senhor dos Passos],447,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | policromada | tinta,"37,7",10,,,,,,"Parte inferior da perna de santo de roca, possivelmente Nosso Senhor dos Passos, correspondente ao lado direito (panturrilha e pé), de dimensões médias, confeccionada em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas simples e carnação em tom róseo, tendo extremidade com três recortes longitudinais e pregos para encaixe na estrutura superior da perna (esta inexistente). Objeto em posição vertical, com pé e dedos espessos e levemente elevados, tendo unhas bem delineadas e pintadas em tom rosado. Na parte superior do pé, representação em relevo de ossos e chaga, em formato de losango, pintada em tom vermelho claro. Parte inferior do pé lisa com representação de chaga no mesmo formato e tom da parte superior. Ossos laterais, na altura do calcanhar, proeminentes. Carnação pintada até metade da panturrilha.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
1,[Nosso Senhor dos Passos],448,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | policromada | tinta,39,8,,,,,,"Parte inferior da perna de santo de roca, possivelmente Nosso Senhor dos Passos, correspondente ao lado esquerdo (panturrilha e pé), de grandes dimensões, confeccionada em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas simples e carnação em tom róseo, tendo, na extremidade superior, dois cortes longitudinais, atravessados por prego, para encaixe na estrutura superior da perna (esta inexistente). Objeto em posição vertical, tendo, na parte superior do pé, representação de ossos em relevo, pintados em tom rosado, e de chaga (incava), em formato de losango, pintada em tom vermelho e com aro de metal. Na parte inferior do pé, representação de chaga, no mesmo formato e tom da parte superior. Pé e dedos longilíneos, sem separação, com unhas bem delineadas e pintadas em tom bege. Ossos laterais, na altura do calcanhar, proeminentes. Carnação pintada até metade da panturrilha.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
2,[Cardeal],450,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | pintura | tinta,"42,5","6,2",,,,,,"Perna de santo de roca, possivelmente de Cardeal, correspondente ao lado esquerdo, de pequenas dimensões, confeccionada em madeira (jacarandá mineiro) entalhada e pintada, sem carnação. Peça de linhas simples e pé calçado com bota baixa, de cano longo, pintada em tom vermelho até metade da panturrilha. Objeto em posição vertical, tendo, na extremidade superior, prolongamento abaulado, de onde sobressai ripa de madeira vertical fixada à estrutura por prego (representando a parte superior da perna).Apresenta pintura em tinta clara acima da bota, com desenhos indecifráveis (a pesquisar).",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
3,[Santo Antônio],451,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | policromada | tinta,22,"7,3",,,,,,"Parte inferior da perna de santo de roca, possivelmente Santo Antônio, correspondente ao lado esquerdo (panturrilha e pé), de dimensões médias, confeccionada em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas simples e carnação em tons bege e róseo, tendo extremidade superior cilíndrica com recorte retangular para encaixe na parte superior da perna (esta inexistente). Objeto em posição vertical, com pé e dedos longilíneos, tendo unhas bem delineadas e pintadas em tom bege. Pé calçado com sandália de solado fino (rente ao chão), composta por tira preta abaulada e espessa disposta sobre a parte superior do pé, com terminação em ponta para encaixe entre os dedos. Ossos laterais, na altura do calcanhar, em tom rosado. Panturrilha sem carnação.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
4,Santo Antônio,452,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | policromada | tinta,"21,4","7,3",,,,,,"Parte inferior da perna de santo de roca, possivelmente Santo Antônio, correspondente ao lado direito (panturrilha e pé), de dimensões médias, confeccionada em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas simples e carnação em tons bege e róseo, tendo extremidade superior cilíndrica com recorte retangular para encaixe na parte superior da perna (esta inexistente). Objeto em posição vertical, com pé e dedos longilíneos, tendo unhas bem delineadas e pintadas em tom bege. Pé calçado com sandália de solado fino (rente ao chão), composta por tira preta abaulada e espessa disposta sobre a parte superior do pé, com terminação em ponta para encaixe entre os dedos. Ossos laterais, na altura do calcanhar, em tom rosado. Panturrilha sem carnação. Na parte frontal, inscrição pouco legível, em tinta preta: “S. Antonio”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
5,,453,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | pintura | tinta,18,"5,5",,,,,,"Parte inferior da perna de santo [de roca], correspondente ao lado esquerdo, de pequenas dimensões, confeccionada em madeira (jacarandá mineiro) entalhada e pintada. Peça de linhas simples, tendo pé calçado com bota de cano longo e salto baixo, pintada em tom azul claro. Objeto em posição vertical, com extremidade superior em formato cilíndrico e corte retilíneo na superfície, além de orifício para encaixe na parte superior da perna (esta inexistente).",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
6,,454,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | pintura | tinta,18,"5,5",,,,,,"Parte inferior da perna de santo de roca, correspondente ao lado direito, de pequenas dimensões, confeccionada em madeira (jacarandá mineiro) entalhada e pintada. Peça de linhas simples, tendo pé calçado com bota de cano longo e salto baixo, pintada em tom azul claro. Objeto em posição vertical, com extremidade superior em formato cilíndrico e corte retilíneo na superfície, além de orifício para encaixe na parte superior da perna (esta inexistente).",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
7,[Nosso Senhor dos Passos],455,Santo de roca [fragmento] (pé),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | policromia | tinta,"4,7","4,1",,,,,,"Pé de santo de roca, possivelmente Nosso Senhor dos Passos, correspondente ao lado esquerdo, de pequenas dimensões, confeccionada em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas delicadas e carnação em tom bege escuro, tendo extremidade superior com recorte retangular para encaixe no restante da perna (esta inexistente). Objeto em posição vertical, com pé e dedos delgados e longilíneos, estes últimos levemente elevados. Na parte superior do pé, representação dos ossos em relevo, e de chaga, em formato circular, pintada em tom vermelho. Parte inferior do pé lisa. Apresenta unhas bem delineadas e pintadas em tom bege escuro.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
8,Nosso Senhor dos Passos,456,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | policromada | tinta,"38,3",9,,,,,,"Parte inferior da perna de santo de roca, possivelmente Nosso Senhor dos Passos, correspondente ao lado esquerdo (panturrilha e pé), de dimensões médias, confeccionada em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas simples e carnação em tom róseo, tendo extremidade com dois recortes longitudinais e pregos para encaixe na estrutura superior da perna (esta inexistente). Objeto em posição vertical, com pé e dedos espessos e levemente elevados, tendo unhas bem delineadas e pintadas em tom rosado. Na parte superior do pé, representação em relevo de ossos. Parte inferior do pé lisa com representação de chaga em tom vermelho. Ossos laterais, na altura do calcanhar, proeminentes. Carnação pintada até metade da panturrilha.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
9,[Nosso Senhor dos Passos],457,Santo de roca [fragmento] (pé),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | policromia | tinta,11,"7,3",,,,,,"Pé de santo de roca, possivelmente Nosso Senhor dos Passos, correspondente ao lado direito, de dimensões médias, confeccionada em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas delicadas e carnação em tons bege escuro e róseo, tendo extremidade superior cilíndrica com orifício preenchido por tarugo de madeira para encaixe no restante da perna (esta inexistente). Objeto em posição vertical, com pé e dedos delgados e longilíneos, tendo o dedo maior levemente elevado. Na parte superior do pé, representação dos ossos em relevo, e de chaga, em formato de losango, pintada em tom vermelho. Dedos com separação, em tom rosado, e unhas bem delineadas e pintadas em tom bege escuro. Parte inferior do pé lisa, tendo laterais em tom rosado.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
10,[São Benedito de Palermo],458,Santo de roca [fragmento] (pé),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,Século XVIII/XIX,Não identificada,entalhe | madeira | policromada | tinta,"12,7","8,5",,,,,,"Pé de santo de roca, possivelmente São Benedito de Palermo, correspondente ao lado direito (pé e tornozelo), de dimensões médias, confeccionado em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas simples e carnação em tom marrom escuro, tendo extremidade superior cilíndrica com corte retilíneo e pregos para encaixe na parte inferior da perna (esta inexistente). Objeto em posição vertical, com pé composto por dedos longilíneos, tendo unhas bem delineadas e pintadas em tom bege. Pé calçado com sandália de solado fino (rente ao chão), composta por tira preta, abaulada e espessa, disposta sobre a parte superior do pé, com terminação em ponta para encaixe entre os dedos. Ossos laterais, na altura do calcanhar, proeminentes. Carnação pintada até o tornozelo.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
11,[São Francisco das Chagas],460,Santo de roca [fragmento] (perna),02 Artes Visuais/Cinematográfica > 02.3 Escultura,Minas Gerais,1828 | Século XIX,V.C (pesquisar),entalhe | madeira | policromada | tinta,"35,5",8,,,,,,"Parte inferior da perna de santo [de roca], possivelmente São Francisco das Chagas, correspondente ao lado esquerdo (joelho, panturrilha e pé), de dimensões médias, confeccionada em madeira (jacarandá mineiro) entalhada e policromada. Peça de linhas simples e carnação em tom bege, tendo extremidade superior corte retilíneo e prego para encaixe na parte superior da perna (esta inexistente). Parte posterior com inscrição, em tinta branca: “9brº de 1828” (sublinhado) e “V.C.” Objeto em posição vertical, com pé e dedos longilíneos, tendo unhas bem delineadas e pintadas em tom bege escuro. Na parte superior do pé, chaga entalhada em formato de losango, com vestígios de tinta vermelha. Pé calçado com sandália de solado fino (rente ao chão), em tom marrom, composta por duas tiras espessas, dispostas sobre a parte superior do pé, uma delas atravessada e a outra abaulada, tendo terminação em ponta para encaixe entre os dedos. Ossos laterais, na altura do calcanhar, proeminentes. Carnação pintada até a panturrilha.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
