,Número de registro,Outros números,Situação,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
45,MCP0575,,Localizado,Conjunto de 6 Medidores de Capacidade,,Não identificado,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Conjunto de 6 Medidores de Capacidade

- Recipiente de metal em formato redondo, com 4,5cm de diâmentro da abertura e 3,1cm de diâmetro da base.

- Recipiente de metal em formato redondo, com 4,7cm de diâmentro da abertura e 3,3cm de diâmetro da base. Possui inscrição na parte interna.

- Recipiente de metal em formato redondo, com 4cm de diâmentro da abertura e 2,9cm de diâmetro da base. Possui um orifício na lateral e duas partes de metal nas laterais.

- Recipiente de metal em formato redondo, com 3,8cm de diâmentro da abertura e 2,8cm de diâmetro da base. Com inscrição na parte interna.

- Recipiente de metal em formato redondo, com 3cm de diâmentro da abertura e 2,5cm de diâmetro da base.

- Recipiente de metal em formato redondo, dourado, com 1,5cm de diâmentro da abertura e 1,3 cm de diâmetro da base.",,,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
46,MCP0581,,Localizado,Estojo de Pesos,,Não identificado,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,Estojo composto por base de madeira com 13 compartilmentos para pesos.,6.0,18.5,,,,Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
47,MCP0582,,Localizado,Conjunto de 7 Pesos,,Não identificado,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"- Peso de metal, dourado, com parte superior removível e corpo cilíndrico oco preenchido por material sólido. Possui inscrição. Profundidade 8.8 / Diâmetro 4.8 / Inscrição 1 K  / Possivelmente peso de 1 kg / Pontos de oxidação, desgaste.

- Peso de metal, dourado, com parte superior redonda e achatada. Possui corpo cilíndrico. Possui inscrição. Profundidade 6.5 / Diâmetro 4 / Inscrição 500 G  / Possivelmente peso de 500 g / Pontos de oxidação, desgaste.

- Peso de metal, dourado, com parte superior redonda e achatada. Possui corpo cilíndrico. Possui inscrição. Profundidade 4.6/ Diâmetro 2.8 / Inscrição 200 / Pontos de oxidação, desgaste.

-  Peso de metal, dourado, com parte superior redonda e achatada. Possui corpo cilíndrico. Possui inscrição. Profundidade 3.8 / Diâmetro 2.1 / Inscrição 100 G / Pontos de oxidação, desgaste.

-  Peso de metal, dourado, com parte superior redonda e achatada. Possui corpo cilíndrico. Possui inscrição. Profundidade 3.8 / Diâmetro 2.1 / Inscrição 100  / Pontos de oxidação, desgaste.

-  Peso de metal, dourado, com parte superior redonda e achatada. Possui corpo cilíndrico. Possui inscrição. Profundidade 2.6 / Diâmetro 1.8 / Inscrições ilegíveis / Pontos de oxidação, desgaste.

-  Peso de metal, dourado, com parte superior redonda e achatada. Possui corpo cilíndrico. Possui inscrição. Profundidade 2 / Diâmetro 2.9 / Possui desenho de coroa || 50 || G  / Pontos de oxidação, desgaste.",,,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
48,MCP0589,,Localizado,Conjunto de 2 Estojos,,Não identificado,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,"- Estojo de metal retangular com tampa com 0,8cm de altura, que encaixa na base. Possui inscrições. Possui peça de metal não identificada no interior. Altura 2,5 / Largura 11,5 / Profundidade 3,3.


Estojo de metal retangular com tampa presa à base por uma das laterais, permitindo abertura da peça. Possui papel corrugado no interior. Altura 1,3 / Largura 16,3 / Profundidade 2,7.",,,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
49,MCP0590,,Localizado,Grupo Escultórico,,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Miniatura de carro de boi de madeira, com representação de quatro bois, sendo dois pretos à frente e dois vermelhos atrás, ligados por uma canga. Atrás dos bois, carro de boi com duas rodas pretas e tachas metálicas nas laterias; No carro de boi, catorze varetas perpendiculares à base do carro, nas extremidades. Na parte interna, uma tiras de palha, fechando as laterais do carro. A peça psosui uma base retangular de madeira.",17.0,54.0,,,,Madeira | Fibra > Fibra Vegetal > Palha,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
50,MCP0591,,Localizado,Estatueta de Arma,,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Estatueta de arma em pedra-sabão, em tom acinzentado, decorado com desenhos de riscos, curvas e contra-curvas. Possui representação de gatilho, cano e culatra. Possui inscrições.",7.5,26.5,,,,Pedra > Pedra sabão,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
51,MCP0592,,Localizado,Saca-rolhas,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Saca-rolhas de metal, dourado, com parte superior em formato irregular, decorado com elementos fitmorfos, com orifício ao meio, com haste espiralada, termianda em ponta, envolvida por parte formada por duas barras e terminada em formato redondo.",12.0,7.0,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
52,MCP0593,,Localizado,Faca,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Faca de metal com lâmina em formato irregular e cabo na extremidade.,23.5,2.5,,,,Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
53,MCP0594,,Localizado,Isqueiro,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Isqueiro de metal, retangular, com bordas arredondadas e parte exterior dourada. Possui tampa conectada à base em uma das extremidades. Parte interna possui uma rodinha serrilhada presa à uma estrutura retangular, com bordas arredondadas, que cerca o pavio. Possui inscrições.",5.6,3.6,,,,Metal,Estados Unidos da América,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
54,MCP0595,,Localizado,Isqueiro,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Isqueiro de metal, retangular, com bordas arredondas prateado. Possui tampa removível, com 3,2cm de altura. A parte superior da base do isqueiro possui um orifício e uma rodinha serrilhada presa a sua estrutura. Possui inscrições.",6.4,3.0,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
55,MCP0597,,Localizado,Caneta-tinteiro,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Caneta-tinteiro de madeira com cilindro delgado, encerrado em pena metálica, sem a extremidade da pena. Possui inscrições.",19.6,,,0.5,,Madeira | Metal,Brasil > São Paulo,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
56,MCP0598,,Localizado,Estatueta,,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de barro, sentada sobre uma base retangular verde, possui chapéu marrom, pele em tons de preto, camisa amarela e calça azul, pés e mão à mostra.",22.4,12.0,,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
57,MCP0599,,Localizado,Isqueiro,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Isqueiro de metal, dourado, com formato de projetil, cilíndrico, com extremidade da tampa arredondada. Tampa removível, com 2,4cm de profundidade. A parte superior da base do isqueiro possui um orifício e uma rodinha serrilhada presa a sua estrutura. Possui inscrições.",,,,1.8,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
58,MCP0600,,Localizado,Isqueiro,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Isqueiro de metal, dourado, com formato de projetil, cilíndrico, com extremidade da tampa arredondada. Tampa removível, com 2,7cm de profundidade. A parte superior da base do isqueiro possui um orifício e uma rodinha serrilhada encaixada a sua estrutura. Possui inscrições.",,,,1.8,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
59,MCP0601,,Localizado,Máquina de Cortar Cabelo,,Não identificado,12 Objetos Pessoais > 12.3 Artigo de Toalete,"Máquina de cortar cabelo de metal, com duas hastes quase paralelas presas em uma peça retangular, com pente incompleto, sendo uma das hastes articulada.",9.2,9.5,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
60,MCP0602,,Localizado,Candeia,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,Candeia de metal com alça com uma das extremidades dobrada e com a outra extremidade pregada a uma peça ovalada com bico.,14.9,12.0,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
61,MCP0603,,Localizado,Candeia,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Candeia de cobre, sem alça, com formato irregular, sendo parte circular e parte com duas quinas.",4.5,12.5,,,,Metal > Cobre,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
62,MCP0604,,Localizado,Estatueta Animalista,,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Estatueta animalística de metal, dourado, dividida em duas faces, possui dois chifres, corpo decorado com cenas de animais, figuras humas e formas geométricas, duas patas posteriores levemente curvas e patas posteriores curvas.",16.5,16.0,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
63,MCP0606,,Localizado,Caixote com Maquinário,,Não identificado,15 Embalagens/Recipientes,"Caixote retangular de madeira com três partes soltas: tampa com puxador de metal retangular, peça retangular vazada com pino metálico em uma das arestas menor e três furos na outra aresta menor, com espaço para encaixar na outra parte, a caixa com maquinário em metal e plástico. A caixa possui uma manivela metálica em uma das laterais.",15.3,18.0,,,,Madeira | Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
64,MCP0607,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 10 centavos de Franco, em metal dourado, contendo no verso inscrições e decoração em motivos fitomórficos. No anverso, inscrições e alegoria da República Francesa.",,,,2,,Metal,França,Século XX > 1997,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
65,MCP0608,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça metálica circular na cor prata; anverso: inscrição LOBO GUARÁ e o desenho do animal, borda lisa reverso: número 100 ao centro, CR$ acima BRASIL e do lado esquerdo o ano de 1993.",,,,2.4,,Metal,Brasil,Século XX > 1993,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
66,MCP0609,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça metálica circular na cor prata; anverso: brasão de armas da república federativa do Brasil (?), borda lisa; reverso valor nominal de 50 centavos, acima dele a inscrição BRASIL e abaixo o ano de 1987.",,,,2.1,,Metal,Brasil,Século XX > 1987,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
67,MCP0610,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra P 1995; vborda cerrilhada; reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",,,,1.75,,Metal,Estados Unidos da América,Século XX > 1995,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
68,MCP0611,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra P 1971; vborda cerrilhada; reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",,,,1.75,,Metal,Estados Unidos da América,Século XX > 1971,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
69,MCP0612,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra D 1994; vborda cerrilhada; reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",,,,1.75,,Metal,Estados Unidos da América,Século XX > 1994,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
70,MCP0613,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça metálica circular na cor prata; anverso: efígie de figura masculina , inscrição LIBERTY em baixo do lado esquerdo IN GOD WE TRUST lado direito letra P 2006 vborda cerrilhada em duas cores (prata e cobre); reverso: centro imagem de tocha em cada lado dela ramos de folhas (figuras fitomorfas) inscrição UNITED ESTATES OF AMERICA entre os desenhos E PLU RIB USU NUM em baixo o valor de ONE DINE.",,,,1.75,,Metal,Estados Unidos da América,Século XXI > 2006,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
