,Número de registro,Outros números,Situação,Denominação,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
33,GO.99.029.331,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Estola em tafetá branco, partes laterais em gosgurão marfim. Peça debruada por galão dourado, com friso amarelo, preto e vermelho. As cruzes das laterais são aplicadas a parte central um florão com oito pétalas. As franja metálicas, dourada escuro. A parte que envolve o pescoço indo até os ombros.","2,14 m","0,21 m",,,,Tecido > Franja | Tecido,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
34,GO.99.029.664,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de Cálice em tecido de gorgurão preto, com forro de popeline preto. Cruz de veludo cor rosa na parte inferior da peça.","0,47 m","0,58 m",,,,Tecido > Gorgurão | Tecido > Popeline,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
35,GO.99.029.672,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de Cálice em tecido adamascado verde, com forro de alpaca marrom. Peça contornada por galão branco com motivos florais e geométricos.Cruz na parte inferior com o mesmo galão.","0,55 m","0,54 m",,,,Tecido > Alpaca | Tecido > Fita Galão,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
36,GO.99.029.906,,Localizado,Pátena,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Peça em metal dourado, ovulada, utilizada durante a consagração para colocar hóstia. Não possui fusos ou desenhos.",,,,"0,13 m",,Metal > Prata,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
37,GO.2005.029.907,,Localizado,Santo Antônio,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça em argila. Base quadrada, de terra vermelha. Veste preta, com detalhes dourados. Na mão esquerda segura um menino Jesus. Figura masculina, calva.","0,0412 m","0,4 m",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
38,GO.99.029.296,83.135.II.029.296,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Estola em tecido adamascado fundo preto, motivos fitomorfos na cor amarela. Forrado com tecido de algodão preto. A parte que envolve o pescoço e desce até os ombros é de cambraia arrematada por renda de algodão. Presilhas para junção em cordão torcido amarelo e franjas metalizadas douradas. A cruz central e das extremidades é de galão dourado. Bordas arremetadas por galão dourado e franjas metalizadas douradas.",,"0,19 m",,,,Tecido > Bracado,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
39,GO.99.029.661,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Peça em tecido vermelho, forrada em tecido branco. Na frente pequena cruz em sutache cinza claro e escuro.","0,52 m","0,54 m",,,,Tecido > Sutache,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
40,83.131.II.029.287,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peeça em tecido adamascado de fundo roxo em motivos florais dourado em brocados. Nas extremidades em galão dourado e franjas metálicas douradas. Cada extremidade centrada por cruz em galão dourado, forrada em algodão roxo.",,"0,19 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
41,GO.99.029.679,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de Cálice em tecido aamascado branco, com forro de cetim na cor mostarda. Peça contornada por galão amarelo-ouro.","0,48 m","0,45 m",,,,Tecido > Cetim | Tecido > Fita Galão,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
42,GO.99.029.348,83.156.029.348,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,Estola em tecido adamascado fundo vinho motivos florais em dourado. Nas laterias da peça há duas cruzes em galão dourado. Borda arrematadas por galão dourado efranjas metalizados dourados. Tendo na parte de cambraia terminada em renda de algodão. Forro vinho em tecido de algodão.,"2,12 m","0,16 m",,,,Película Metalizada de Poliéster > Franja | Tecido > Renda,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
43,GO.99.029.681,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de Cálice em tecido de cetim branco, com forro de algodão branco. Peça contornada em galão amarelo-ouro decorada com motivos fitomorfos. Cruz de mesmo galão, com extremidades em ponta, na parte inferior da peça.","0,59 m","0,59 m",,,,Tecido > Algodão | Tecido > Cetim | Tecido > Fita Galão,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
44,GO.99.029.828,,Não localizado,Bolsa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Bolsa de forma retangular de gurguram bordado, fio metalizado c/aplicação de bordado em folhas de 04 petalas, centro em quadrado com flor central raiada ecom 4 lirios. Forro de algodão recorte bordu liso.",,"0,25,5 m",,,,Não identificado,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
45,GO.2006.029.909,,Localizado,São José,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça em argila. Figura masculina ajoelhada, com as mãos em pedido de perdão. Veste de dentro verde oliva. Manto marrom escuro, forrado em amarelo ouro. Barba e cabelos pretos.",,"0,04 m",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
46,GO.2006.029.910,,Localizado,Rei Mago,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça em argila. Figura masculina ajoelhada, com as mãos em pedido de perdão. Veste de dentro branca e o manto rosa desbotado. É negro e calvo.","0,10 m","0,04 m",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
47,GO.2006.029.881,,Localizado,São José,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça em argila. Figura masculina ajoelhada, com as mãos no peito. Veste de dentro marrom claro. Manto marrom escuro. Tem uma faixa vermelha que passa por cima do ombro esquerdo e pelo braço direito. Barba e cabelos pretos.","0,08 m","0,03 m",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
48,GO.2006.029.882,,Localizado,Rei Mago,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Peça em argila. Base verde. Está ajoelhado. Veste de dentro cinza. Manto azul escuro. Está com as mãos em pedido de perdão. Barba branca e cabelo castanho.,"0,10 m","0,04 m",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
49,GO.2006.029.883,,Localizado,Rei Mago,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça com base verde. Está ajoelhado, com as mãos em pedido de perdão. A veste de dentro é verde. Manto vermelho, com forro rosa. Turbante na cabeça.","0,10 m","0,04 m",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
50,GO.99.029.596,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Manípulo em cetim roxo e forro em alpaca amarelo claro. Nas extremidades cruzes do mesmo cetim contornada por sutache branca, cruze em forma de estrela. Cruz central e presilha em sutache branca.","0,90 m","0,10 m",,,,Tecido > Alpaca | Tecido > Cetim | Tecido > Sutache,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
51,GO.2006.029.884,,Localizado,Nossa Senhora,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça em argila. Está ajoelhada, com as mãos em pedido de perdão. Veste de dentro branca. Manto azul e forrado por tecido rosa. Cabelo castanho, e da cabeça sai um tecido que fica acima do manto.","0,10 m","0,045",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
52,GO.2006.029.885,,Localizado,Pastor,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça em argila. Está descalço, em cima de uma base verde que assemelha-se a um tipo de grama. Veste vermelha, até a altura do joelho. Tem uma faixa saindo do ombro esquerdo. Segura com as duas mãos uma ovelha, que está atravessada entre os ombros. Cabelo curto e castanho.","0,09","0,03",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
53,GO.99.029.581,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,Peça em tecido bege adamascado com motivos geométricos e florais. Contornada por galões dourados em motivos geométricos. Na parte inferior fios metálicos que compõem a franja e ao centro cruzes de mesmo galão. Forrada em tecido vermelho.,,,,,,Tecido > Galão,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
54,GO.2006.029.886,,Localizado,Rei Mago,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Peça em argila. Está ajoelhando e segura uma espécie de ambula ou saco com a mão direita. A mão esquerda está em cima da perna esquerda. Veste de dentro rosa e o manto em cor vinho. Turbante verde. O manto sai da cabeça e de debaixo do turbante.,"0,08 m","0,025",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
55,GO.99.029.598,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,Peça em tecido verde adamascado com motivos geométricos e florais. Nas bordas coberta por galões dourados em motivos geométricos. Na ponta uma franj em fios metálicos dourados. Nas partes inferiores e ao centro cruz de mesmo galão das laterais. Forrada em tecido verde.,"0,50 m","0,18 m",,,,Tecido > Galão,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
56,GO.2006.029.887,,Localizado,Madona com menino,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça e base em madeira. Encontra-se sentada, com o menino Jesus no colo. Com a mão direita segura o menino Jesus. Na sua mão esquerda está um buquê de flores. O menino Jesus está com as duas mãos sobre o buquê. A Nossa Senhora está com a cabeça inclinada observando o menino. Possui manto, veste interna e um tecido colocado sobre a cabeça. A imagem está inacabada e sem pintura.","0,17 m","0,09 m",,,,Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
57,GO.99.029.332,83.146.II.029.332 | 43899,Localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de Cálice, forma quadrangular, tecido de gorgurão na cor marfim. Peça debruada em galão dourado com friso amarelo, vermelho e preto. Cruz aplicada, as pontas da cruz com motivos fitomorfos, centrada por um florão de oito pétalas. O forro em cetim amarelo ouro.","0,53 m","0,53 m",,,,Tecido > Cetim | Tecido > Galão | Tecido > Gorgurão,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
58,GO.1958.029.888,,Localizado,Crucifixo,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Base e cruz em madeira. Cristo cruxifica, fundido em metal com um objeto circular na cabeça.","0,395 m","0,20 m",,,,Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
59,GO.2007.029.860,,Localizado,Castiçal,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Peça em latão dourado com desenhos torneados em sua estrutura. Possui alguns frisos em sua extensão. Formada por três partes que são encaixadas, unidas por um pedaço de ferro.","0,22 m","0,04 m",,"0,05 m",,Metal > Ferro | Metal > Latão,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
60,GO.2006.029.871,,Localizado,Rei Mago,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Feito em argila. Está ajoelhado em uma base vermelha e com as mão em posição de perdão. Tem manto cinza e a veste de dentro branca. Tem um turbante na cabeça.,"0,19 m","0,09 m",,,,Rocha > Argila,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
