,Outros números,Denominação,Título,Autor,Resumo descritivo,Material/Técnica,Classificação,Data de produção,Local de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
39,T 1462,Sopeira,,Não identificado,"Sopeira em porcelana branca com detalhes decorativos em dourado. Recipiente oval com ambas as quinas mais acentuadas. 4 pés em alto relevos com formas ondulantes e de folhagens e decoração em dourado e branco. Forma abaulada nas laterais com friso externo em dourado. Borda ondulante em dourado, detalhe decorativo nas quinas formando espécie de elo, também em dourado, a mostra mesmo com a tampa. Borda interna para suporte da tampa demarcada por friso dourado; Tampa oval. Borda recortada e dourada. Monograma da família pintada em dourado em lados opostos na tampa. Relevos verticais acentuando a subida da tampa; Friso dourado mais acima do monograma. No topo puxador, com forma semelhante a um “X”, trabalho com pequenos relevos em curva, com pintura em branco e dourado.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
40,T 1063,Foto,“Pedro Corrêa e Castro – Barão de Tinguá”,Não identificado,"Figura masculina, de pé; Veste fraque preto, com paletó aberto. Camisa branca. Lenço branco no bolso esquerdo; Perna direita flexionada, apoiando o peso na perna esquerda; Mão direita apoiada na cintura. Mão esquerda apoiada em mesa de madeira escura. Em cima da mesa par de luvas claras; Pele clara; Cabelos para trás, aparentando estar levemente grisalho; Ao fundo o cenário parece ser de uma janela onde pode ser visto um prédio ao longe; Paspatu claro, com textura levemente enrugada; Moldura revestida de gesso e coberta com pó de ouro, dividida em camadas, sendo a primeira, de dentro para fora, com pequenos desenhos, parecendo ser um intercalado entre trechos lisos e trechos com desenhos ovais em dourado. Seguido por parte lisa, toda dourada com ondulação começando em depressão e terminando em relevo.",Gesso | Madeira | Papel | Pó de Ouro,10 Comunicação > 10.1 Documento,[s.d.],Brasil,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
41,T 1721,Quadro,“Francisco Jose Teixeira – Barão de Itambé”,Não identificado,"Figura masculina em pé, postura ereta; Veste Casaca preta, com colete preto e camisa branca. Gravata borboleta preta. Alfinete de gravata preso a camisa, redondo; Corrente do relógio, dourada e desenhada, saindo do bolso da casa e indo para o bolso do colete; Mão direita apoiada na corrente do relógio. Mão esquerda apoiada na mesa ao lado dele; Mesa em madeira, aparecendo apenas pequena quina; Fisionomia aparentando cerca de 40 anos ou um pouco mais; Pele clara. Lábios finos. Nariz grande, com pequena curva para baixo na ponta. Sobrancelhas grossas e negras. Olhos redondos e castanhos escuro; Cabelo escuro, liso, penteado pra frente; Orelha esquerda a mostra; Fundo liso, em tom próximo ao marrom claro; Moldura em madeira, revestida em gesso e recoberta com pó de ouro, trabalhada em relevos geométricos e florais subdivididos em varias camadas.",Gesso | Madeira | Pó de Ouro | Tela | Tinta,02 Artes Visuais/Cinematográfica > 02.6 Pintura,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
42,S/N,Presilha de Cabelo,,Não identificado,"Presilha de cabelo em casco de tartaruga; Aplicação de pedras, douramento e tiras em metal; Forma desenhos geométricos com elementos florais, tendo vários pontos de recorte e vazamento.",Casco de Tartaruga | Fios Metálicos | Pedras | Pó de Ouro,12 Objetos Pessoais > 12.3 Artigo de Toalete,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
43,Tulipa-1068 | Base-1068,Arandela,,Não identificado,"Base em material de cobre, com douramento. Relevos formando desenhos geométricos e florais; Tulipa em cristal bacará translucido com liso.",Cobre | Cristal Bacará,05 Interiores > 05.4 Objeto de Iluminação,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
44,T 855,Mapa,“Carte Generale du Globe Terrestre”,A. H. Brué,"Mapa em papel com desenho do globo terrestre dividido duas metades, da direita para esquerda, a primeira metade mostra a America, e a segunda metade mostra a Europa e Ásia.",Madeira | Papel,10 Comunicação > 10.1 Documento,1833,França,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
45,T 930,Cadeira,,Não identificado,"Cadeira em madeira, acento retangular em palhinha; Espaldar em tabela recortada e vazada formando ao centro desenho geométrico; Cachaço com relevo em elemento floral e vazado ao centro; Avental com sulcos e relevos, formando ao centro desenhos concheados; Pernas traseiras retas e lisas até os pés. Pernas dianteiras saindo com ondulações, pés terminando em forma de cachimbo.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
46,T1024,Cadeira,,Não identificado,"Cadeira em madeira e palhinha; espaldar com laterais retas e lisas, tabela central também reta e lisa e cachaço liso,reto no centro e com pequena curvatura para baixo nas laterais; acento com recorte em madeira e o centro em palhinha; quatro pernas retas e lisas e com traves laterais.",Madeira | Palhinha,,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
47,T 1733,Cadeira,,Não identificado,"Cadeira em madeira, acento retangular em palhinha; Espaldar em tabela central com formar de curvas e contracurvas, marcadas também por sulcos. Ao centro medalhão estilizado, também com curvas e contracurvas feitas por recortes e sulcos, ao centro desenho de duas flores incrustado na madeira; Cachaço também trabalhado em curvas e contracurvas e flores incrustadas na madeira. Laterais curvilíneas; Avental ondulante, com sulcos e relevos reforçando essa ondulação; Pernas traseiras retas e lisas até os pés. Pernas dianteiras saindo com ondulações a partir do saiote, com pequena incrustação ondulante; Pés terminando em forma de cachimbo.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
48,T 781,Cadeira de Palhinha,,Não identificado,"Cadeira em madeira e palhinha; espaldar com laterais retas e lisas, tabela central também reta e lisa e cachaço liso, reto no centro e com pequena curvatura para baixo nas laterais; acento com recorte em madeira e o centro em palhinha; quatro pernas retas e lisas e com traves laterais.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
49,,Taça para Água,,Não identificado,"Taça para água em cristal transparente; Base circular, lisa; Haste em alto relevo, com larga bolacha trabalhada em varias faces angulares e lisas; Taça longa, com base mais estreita e abrindo em direção a borda. A parte inferior da taça é trabalhada em baixo relevo com desenhos geométricos que se assemelham a folhagens. Logo a cima sequência de 4 finos frisos dispostos paralelamente, circulando toda a taça.Encimado por uma base reta de onde sai um laço estilizado, dando sequência a  florão, chegando quase a se unir no topo. No centro, monograma com as iniciais C de A (Cristovão de Andrade). Todo esse trabalho decorativo é feito em baixo relevo trabalhado no cristal.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
50,,Travessa,,Não identificado,"Travessa em porcelana branca; Oval; Borda com friso dourado; Aba ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo do prato, dando leve profundidade a peça; Fundo da travessa em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
51,,Taça Champagne,,Não identificado,"Taça em cristal transparente; Base circular, lisa; Haste trabalhada em alto relevo, formando um peão. Logo acima bolacha, de onde saí recipiente. Taça com recipiente mais largo e aberto, e também mais baixo que os outros modelos de taça. Parte inferior da taça trabalhado com alto relevo diagonal, disposto paralelamente, mais a cima, sequência de frisos retos e lisos circulando toda a peça, a parte superior e lisa, onde esta o monograma C de A, com o mesmo padrão decorativo.",Cristal,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
52,T 1471,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
53,T 1000,Quadro,Eufrásia Joaquina Correa,Não identificado,"Pintura em tinta óleo; Figura feminina sentada; Veste Casaco, aparentemente de veludo, azul escuro. Por baixo, vestido em renda floral branca. Gola ondulante com laço em azul amarrado por baixo da gola. Punhos da manga com mesma renda; Braço esquerdo apoiado sobre a perna, mão levemente flexionada; Braço direito apoiado sobre a mesa, mão caída segurando lenço em renda branca e floral; Pele branca. Expressão envelhecida, com pequenas rugas perto da boca, nos cantos dos olhos e extremidades da testa. Lábios cor de pele. Olhos redondos e castanhos escuro. Sobrancelha escura. Nariz fino e com leve curvatura para baixo. Cabelos escuros, preso atrás em coque e divididos ao meio; Mesa, a direita da figura, em tonalidade vermelha, com livro em capa preta sobre a mesa; Fundo escuro, não sendo possível identificar ao certo o cenário; Moldura retangular, em madeira recoberta com gesso e pintada com pó de ouro. Moldura em 3 níveis, sendo o primeiro, de dentro para fora,  alto relevo em forma de pequenas bolas. Segundo nível forma suco em baixo relevo, estrutura lisa. Ultimo nível e mais trabalhado, com desenhos florais e geométricos, sendo laterais com desenho floral, cada quina da moldura com alto relevo com formas geométricas e florões.",Gesso | Madeira | Pó de Ouro | Tela | Tinta A Óleo,02 Artes Visuais/Cinematográfica > 02.6 Pintura,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
54,S/N,Relógio de Caixa,,Não identificado,"Relógio de caixa; caixa em madeira vertical divididas em níveis. Primeiro nível, de baixo para cima, base suporte com aplicação de madeira formando recorte quadrado na frente. Segundo nível com porta de cristal ao fundo badalo do relógio em metal dourado. Ultimo nível caixa com o relógio em forma circular tendo como base metal, assim como os ponteiros, os números são pintados em preto. Porta em madeira com janela em vidro que permite visualização do relógio; logo acima do relógio recorte com aplicação de madeira e inscrição. Terminando em auto relevo decorativo; dobradiça das portas em metal.",Cristal | Madeira | Metal,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,1860,Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
55,,Moringa,,Não identificado,"Moringa em cerâmica natural; Base redonda com pequeno baixo relevo circulando toda a peça dando idéia de nível; Corpo oval, ligeiramente abaulado no centro; Pequeno friso no topo circulando toda a moringa; No topo, em uma extremidade bico redondo e pequeno, com pequena abertura. Na extremidade oposta bico redondo, um pouco maior e com tampa. Os dois bicos são ligados por alça em forma de semi-circulo; Abaixo da alça dois frisos em baixo relevo e ao centro pequena elevação; Tampa de um dos bicos com parte superior achatada e na parte inferior pequena haste para encaixe no bico.",Argila,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
56,T1018,Cadeira de Palhinha,,Não identificado,"Cadeira em madeira e palhinha; espaldar com laterais retas e lisas, tabela central também reta e lisa e cachaço liso, reto no centro e com pequena curvatura nas laterais; acento com recorte em madeira e o centro em palhinha; quatro pernas retas e lisas e com traves laterais.",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
57,T1025,Cadeira de Palhinha,,Não identificado,"Cadeira em madeira e palhinha; espaldar com laterais retas e lisas, tabela central também reta e lisa e cachaço liso, reto no centro e com pequena curvatura para baixo nas laterais; acento com recorte em madeira e o centro em palhinha; quatro pernas retas e lisas e com traves laterais",Madeira | Palhinha,05 Interiores > 05.5 Peça de Mobiliário,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
