,Denominação,Número de registro,Título,Classificação,Data de produção,Autor,Material/Técnica,Local de produção,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Resumo descritivo,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
32,Copo,REG.0513,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,1914 | Século XX,Não identificado,Metal > Prata,Não identificado,"7,8",,,"7,8",,"De formato cilíndrico em metal prateado com friso na borda e no bojo a inscrição: ""BEATRIZ/17-3-914"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
33,Copo,REG.0514,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Metal > Prata,Não identificado,"7,6",,,"7,5",,"De formato cilíndrico em metal prateado com friso na borda e no bojo a inscrição: ""ALDINA B."".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
34,Copo,REG.0515,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Não identificada,Não identificado,Metal > Prata,Não identificado,"7,5",,,"7,4",,"De formato cilíndrico em metal prateado com friso na borda e no bojo a inscrição: ""MARINA""",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
35,Busto,REG.0516,"Floriano Peixoto, Marechal",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XX,Não identificado,Madeira | Metal,Não identificado,28,"19,7",,,,"Figura masculina sobre base octogonal em metal, com a cabeça levemente voltada para esquerda. Com cabelos curtos partidos para esquerda, bigode, cavanhaque e costeletas. Traja uniforme militar com gola decorada por ramos de carvalho, no peito, do lado esquerdo três condecorações e uma no lado direito, nos ombros dragonas de oficial general e passadeiras. Sobre segunda base octogonal em madeira escalonada.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
36,Troféu,REG.0517,,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Século XX,Não identificado,Vidro > Cristal | Metal,Não identificado,"14,2","8,5",,,,"Sobre base retangular chanfrada em cristal, base retangular de metal chanfrada com uma haste tubular ao centro ladeada por dois ramos frutados, encimado por base retangular com disco em metal e borda decorada por ramos frutados, tendo ao centro em relevo, dois aviões e três pára-quedas com figuras humanas, fundo liso.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
37,Matriz (clichê),REG.0518,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Século XX,Não identificado,Metal > Cobre,Não identificado,,"6,2",10,,"0,1","De formato retangular, em metal. Ao centro, a inscrição invertida, em baixo relevo: ""NAHYDA DE ESCOBAR BEVILAQUA"". Acompanha envelope com a inscrição ao centro ""NAHYDA DE ESCOBAR BEVILAQUA"". Medidas: Comp: 10,1 cm / alt: 6,3 / esp 0,2 Material: Papel, tinta Técnica: Moldagem, impressão.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
38,Matriz (clichê),REG.0519,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Século XX,Não identificado,Metal > Cobre,Não identificado,,"5,1",8,,"0,2","De formato retangular, em metal. Ao centro, a inscrição invertida, em baixo relevo : ""PERY CONSTANT BEVILÁQUA/ GENERAL DE EXÉRCITO"". Acondicionada em caixa de papelão de formato retangular composta por tampa e corpo com bordas de encaixe. Tampa forrada externamente por papel na cor rosa e base forrada externamente com papel branco. Nas bordas maiores, abertura em meio arco. Na tampa , as inscrições: ""N.CARRASCO /PAPELARIA STA LUZIA/MÉXICO,45/52-2856"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
39,Escultura,REG.0520,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Não identificada,Douaumont,Pedra > Granito | Metal,Não identificado,39,"21,5",,,,"Sobre base de mármore quadrada, em vulto redondo, figura masculina de pé sobre estrutura irregular, com capacete na cabeça, trajando uniforme fechado na frente por duas ordens de botões, com movimento na parte inferior, calça e botas até o joelho. Nas costas mochila com apetrechos, na cintura cinto com porta equipamentos, cantil e bolsa e nas mãos arma de fogo com baioneta.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
40,Placa de Identificação,REG.0521,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Século XX,Não identificado,Madeira | Metal,Não identificado,16,"48,5",,,"11,5","Sobre base curvilínea escalonada em madeira, estrutura em madeira com laterais em ponta e entalhes de ramos na parte superior, com placa em metal e inscrição em relevo emoldurada: ""GEN PERY CONSTANT BEVILAQUA"", ladeada por ramos de folhagem e encimada por insígnia de General de Exército.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
41,Estatueta Animalista,REG.0522,,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XX,Não identificado,Metal,Não identificado,"13,5",7,,,,"Sobre base recortada com extremidades curvas, quadrúpede em pé sobre três patas e cabeça inclinada para o lado esquerdo, pata dianteira esquerda flexionada.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
42,Estatueta Alegórica,REG.0523,"""Patria""",02 Artes Visuais/Cinematográfica > 02.3 Escultura,Século XX,Não identificado,Metal,Não identificado,"25,5","9,8",,,,"Sobre base quadrada com inscrição na parte da frente: ""HALTC-LA"", em vulto redondo, figura feminina, de pé, com cabelos longos caído nas costas, usa capacete alado, traja indumentária comprida com cintura marcada, alça do ombro esquerdo caída deixando seio à mostra, panejamento envolvendo da cintura até os pés; braços estendidos, esquerdo com punho cerrado e direito segurando espada, apoiada sobre coluna de ordem jônica com a inscrição: ""PATRIA"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
43,Troféu,REG.0524,,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Século XX,Não identificado,Fio de Metal | Metal | Pedra | Tinta,Não identificado,"14,6","6,6",,,,"Sobre base piramidal em pedra, espiral em metal com inscrição: ""SOLIDARIEDADE HUMANA"", sustentando peça em forma de gota pintada de vermelho com estrela estilizada, sobre ponta da gota, laço em fios de metal torcido com três pêndulos em metal prateado. Na base, placa retangular com inscrição: ""TROFÉU/COLSAN-JOCKEY CLUB DE SÃO PAULO"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
44,Sabre,REG.0525,,01 Caça e Guerra > 01.2 Arma,Século XX,Não identificado,Cordão | Couro | Fio de Metal | Marfim | Metal | Tinta,Não identificado,,"11,7","94,3",,3,"Em metal dourado, com punho decorado com motivos fitomorfos e marfim frisado com fios de metal. Maçã arredondada, decorada e vazada com fiel dourado. Cruzeta com escudo de Armas da República em um dos lados, extremidades em volutas, decorada com ramos de carvalho frutado. Lâmina com decoração damasquinada em dourado e pintura cinza. Em um lado decoração com canhões em santor, armadura, duas espadas, fuzil, três estandartes sobre dois ramos de carvalho, acima escudo de Armas da República encimado por tambor, cartela e três estandartes sobre dois ramos de carvalho; do outro lado,sobre ramos de carvalho, canhões em santor, um tambor e três estandartes, acima escudo de Armas da República e sobre ramos de carvalho, oval com três espadas cruzadas. Bainhas: Uma em couro pintado de preto com duas braçadeiras com uma argola e ponta em metal dourado, decoradas com ramos de carvalho frutado e na ponta ramos frutados com estrela de cinco pontas dentro de círculo; e outra em metal dourado com duas braçadeiras e argolas com escudo de Armas da República e na ponta, ramos frutados com estrela de cinco pontas dentro de círculo. Acondicionadas dentro de caixa revestida de couro pintada de verde e interior com revestimento na tampa verde e amarelo e base em azul.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
45,Recipiente de Remédio,REG.0526,,06 Trabalho > 06.9 Equipamento Médico,Século XX,Não identificado,Papel | Resina | Tinta | Vidro,França > Ilha de França > Paris,15,,,"4,9",,"De formato tubular com gargalo e boca estreita rosqueada, em vidro azul transparente, com tampa em plástico preto.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
46,Recipiente de Remédio,REG.0527,,06 Trabalho > 06.9 Equipamento Médico,Não identificada,Não identificado,Papel | Tinta | Vidro,Estados Unidos,19,,,"7,8",,"De formato tubular com gargalo e boca estreita, em vidro marrom transparente, com tampa .",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
47,Recipiente de Remédio,REG.0528,,06 Trabalho > 06.9 Equipamento Médico,Não identificada,Não identificado,Vidro,Não identificado,"19,5",,,"7,1",,"De formato tubular com gargalo e boca estreita, borda saliente, em vidro transparente, tampa com pega em forma de coração.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
48,Recipiente de Remédio,REG.0529,,06 Trabalho > 06.9 Equipamento Médico,Século XIX,Não identificado,Papel | Tinta | Vidro,Não identificado,"15,7",,,6,,"De formato tubular com gargalo e boca larga, borda saliente, em vidro marrom transparente, sem tampa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
49,Recipiente de Remédio,REG.0530,,06 Trabalho > 06.9 Equipamento Médico,Século XIX,Não identificado,Papel | Tinta | Vidro,Não identificado,21,,,"8,2",,"De formato tubular com gargalo e boca larga, borda saliente, em vidro marrom transparente, sem tampa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
50,Recipiente de Remédio,REG.0531,,06 Trabalho > 06.9 Equipamento Médico,Século XIX,Não identificado,Papel | Tinta | Vidro,Não identificado,"25,3",,,"9,3",,"De formato tubular com gargalo e boca estreita, borda saliente, em vidro transparente, tampa com pega em forma de disco.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
51,Recipiente de Remédio,REG.0532,,06 Trabalho > 06.9 Equipamento Médico,Século XIX,Não identificado,Papel | Tinta | Vidro,Não identificado,16,,,"6,3",,"De formato tubular com gargalo e boca larga, borda saliente, em vidro transparente, tampa em disco.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
52,Recipiente de Remédio,REG.0533,,06 Trabalho > 06.9 Equipamento Médico,Século XIX,Não identificado,Papel | Tinta | Vidro,Não identificado,"26,5",,,"10,7",,"De formato tubular com parte superior mais larga, gargalo e boca estreita, borda saliente, em vidro transparente, tampa em disco.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
53,Recipiente de Remédio,REG.0534,,06 Trabalho > 06.9 Equipamento Médico,Século XIX,Não identificado,Argila | Papel | Tinta,Não identificado,"14,9",,,"10,3",,"De formato tubular com parte superior mais estreita, borda saliente, em porcelana vitrificada, sem tampa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
54,Recipiente de Remédio,REG.0535,,06 Trabalho > 06.9 Equipamento Médico,Século XIX,Não identificado,Metal | Tinta,Japão,"6,3","11,2",,,"10,9","De formato quadrangular composta por tampa e corpo nos tons de verde. Tampa lisa com quadrado sobre losango e inscrições: "" ‘ASAHI’/BRAND’"", ""REGISTERED/ladeando losango com sol raiado TRADE MARK/JAPANESE/REFINED/CAMPHOR/MANUFACTURED BY/THE NIPPON CAMPHOR CO., LTD/KOBE JAPAN"", ""1LB. NET/1/8 OZ.X 120 TABLETS"". Corpo liso com borda para tampa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
55,Recipiente de Remédio,REG.0536,,06 Trabalho > 06.9 Equipamento Médico,Século XIX,Não identificado,Metal | Tinta,China > Região administrativa especial > Hong Kong,"6,2",11,,,"11,3","De formato quadrangular composta por tampa e corpo unidas na parte posterior por dobradiça, nos tons de verde, amarelo, azul, vermelho e branco. Tampa lisa com escudo estilizado e inscrições: "" ‘FAN’/BRAND"", ladeando losango com leque,""REGISTERED TRADE MARK/PUREST QUALITY/REFINED CAMPHOR/MANUFACTURED BY/KIEN CHUNG CAMPHOR CO./HONG KONG. Corpo liso em amarelo com faixa verde e decoração de ramos em duas laterais e inscrição ""REFINED CAMPHOR"", nas outras duas restantes.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
56,Almofariz,REG.0537,,06 Trabalho > 06.8 Equipamento de Uso Geral,Século XIX,Não identificado,Argila,Não identificado,8,,,"13,4",,De formato circular em porcelana com encavo na borda e base saliente.,,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
