,Número de registro,Denominação,Autor,Material/Técnica,Local de produção,Data de produção,Classificação,Dimensões - altura,Dimensões - profundidade/comprimento,Dimensões - largura,Dimensões - espessura,Dimensões - diâmetro,Resumo descritivo,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
44,463,"Arco (de retábulo, fragmento)",Não identificado,madeira,Serro (MG),Séc. XVIII,04 Construção > 04.4 Fragmento de Construção,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
45,464,Lustre,Não identificado,cristal | ferro | vidro,Minas Gerais,Séc. XX,05 Interiores > 05.4 Objeto de Iluminação,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
46,468,Retrato (pintura),[Jordão de Oliveira],gesso | linho | tela | tinta,Rio de Janeiro,Séc. XX,02 Artes Visuais/Cinematográfica > 02.6 Pintura,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
47,469,Cartão (de visitas),Não identificado,papel | tinta,Minas Gerais,Séc. XIX,10 Comunicação > 10.1 Documento,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
48,470,Comunicado,[Vigário José Alves de Mesquita],papel | tinta,Serro (MG),Séc. XIX,10 Comunicação > 10.1 Documento,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
49,471,Livreto,Oficinas e Papelaria Alexandre Ribeiro S.A. (impressão),grampo de ferro | papel | tinta,Rio de Janeiro,Séc. XX,10 Comunicação > 10.1 Documento,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
50,472,Apólice,Empresários da Companhia Mucury,papel | tinta,Rio de Janeiro,Séc. XIX,03 Objetos Pecuniários,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
51,473,Apólice,Empresários da Companhia Mucury,papel | tinta,Rio de Janeiro,Séc. XIX,03 Objetos Pecuniários,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
52,474,Apólice,Empresários da Companhia Mucury,papel | tinta,Rio de Janeiro,Séc. XIX,03 Objetos Pecuniários,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
53,475,Apólice,Empresários da Companhia Mucury,papel | tinta,Rio de Janeiro,Séc. XIX,03 Objetos Pecuniários,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
54,476,Apólice,Empresários da Companhia Mucury,papel | tinta,Rio de Janeiro,Séc. XIX,03 Objetos Pecuniários,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
55,477,Apólice,Empresários da Companhia Mucury,papel | tinta,Rio de Janeiro,Séc. XIX,03 Objetos Pecuniários,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
56,478,Apólice,Empresários da Companhia Mucury,papel | tinta,Rio de Janeiro,Séc. XIX,03 Objetos Pecuniários,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
57,479,Apólice,Empresários da Companhia Mucury,papel | tinta,Rio de Janeiro,Séc. XIX,03 Objetos Pecuniários,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
58,480,Currículo,Não identificado,carimbo | papel | tinta,Serro (MG),Séc. XIX,10 Comunicação > 10.1 Documento,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
59,481,Carta (pessoal),Christiano Ottoni,papel | tinta,Rio de Janeiro,Séc. XX,10 Comunicação > 10.1 Documento,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
60,482,Carta (de solicitação),Álbum Rio Grandense (Comissão Organizadora),papel | tinta,Porto Alegre (RS),Séc. XX,10 Comunicação > 10.1 Documento,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
61,483,Notícia de jornal,Não identificado,papel | tinta,Serro (MG),Séc. XX,10 Comunicação > 10.1 Documento,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
62,484,Ofício,Prefeitura Municipal do Serro,papel | tinta,Serro (MG),Séc. XX,10 Comunicação > 10.1 Documento,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
63,485,"Arco (de retábulo, fragmento)",Não identificado,madeira | tinta,Serro (MG),Séc. XVIII,04 Construção > 04.4 Fragmento de Construção,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
64,486,Bacia de toalete,Não identificado,metal,Serro (MG),Séc. XX,12 Objetos Pessoais > 12.3 Artigo de Toalete,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
65,487,Bacia de toalete,Não identificado,metal,Serro (MG),Séc. XX,12 Objetos Pessoais > 12.3 Artigo de Toalete,,,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
66,488,Estátua alegórica (réplica),Alfredo Ceschiatti (escultura) e Amadeo Zani (Fundição/ Metalúrgica Zani),metal > bronze,Rio de Janeiro (RJ),Séc. XX,02 Artes Visuais/Cinematográfica > 02.3 Escultura,245,"Pescoço: 67 . Perna: 11 . Bico: 33,5",108.0,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
67,489,Bengala,Não identificado,madeira | metal,Não identificada,Séc. XX,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,10,84,,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
68,490,Medalha comemorativa,,metal > bronze,[Casa da Moeda / RJ],,08 Insígnias,,,,,"0,5",,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
69,491,Medalha comemorativa,,metal > bronze,[Casa da Moeda / RJ],,08 Insígnias,,,,,"0,5",,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
70,492,Medalha comemorativa,,metal > bronze,[Casa da Moeda / RJ],,08 Insígnias,,,,,"0,5",,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
71,493,Medalha comemorativa,,metal > bronze,[Casa da Moeda / RJ],,08 Insígnias,,,,,"0,5",,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
72,494,Medalha comemorativa,,metal > bronze,[Casa da Moeda / RJ],,08 Insígnias,,,,,"0,5",,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
73,495,Retrato (pintura),,madeira | tecido | tinta,Não identificada,,02 Artes Visuais/Cinematográfica > 02.6 Pintura,43,,35.0,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
74,496,Retrato (pintura),,madeira | tecido | tinta,Não identificada,,02 Artes Visuais/Cinematográfica > 02.6 Pintura,43,,35.0,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
75,497,Fotografia,,madeira | papel | vidro,Não identificada,,10 Comunicação > 10.1 Documento,42,,33.0,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
76,498,Brasão (desenho),,nanquim | papel | tinta,Não identificada,,08 Insígnias,42,,33.0,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
77,499,Pintura de paisagem,,tecido | tinta,Não identificada,,02 Artes Visuais/Cinematográfica > 02.6 Pintura,64,,50.0,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
78,500,Piano,Fábrica Pleyel,madeira | marfim | metal,Paris (FRA),,06 Trabalho > 06.10 Equipamento Musical,"1,82 m",,146.0,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",museuregionalcasadosottoni_-_acervo-museologico,https://museuregionalcasadosottoni.acervos.museus.gov.br/wp-json/tainacan/v2/collection/31492/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,31492
