,Número,Coleção,Título,Procedência,Data,Ano,Material/Técnica,Objeto,Dimensões,Descrição,Autor,ACERVO,URL,TAINACAN_COLECTION_ID
35,703,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Baía de Vitória,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Fotografia tirada do Forte de São João. Vemos à direita o centro de Vitória e à esquerda o cais de capuaba - Vila Velha.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
36,704,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua Jerônimo Monteiro (ANTES) no centro antigo sobrado com a placa ""Instituto Pinheiros"".",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
37,705,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Trecho da rua Jerônimo Monteiro (DEPOIS) mostrando o prédio construído ao lado da Praça 8 de Setembro.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
38,706,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Trecho da rua Jerônimo Monteiro (ANTES) ainda com linhas de bonde e antigos casarões em mau estado de convervação, no lado esquerdo uma placa do construtor licenciado Manoel Antonio José de Brito. Carros e postes de iluminação.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
39,707,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Trecho da rua Jerônimo Monteiro (DEPOIS) com postes de iluminação no inicio da rua e do lado esquerdo um Hotel.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
40,708,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Trecho da rua Jerônimo Monteiro (ANTES) com carros, carroças e um caminhão. Ao centro posto de vendas e serviços ""Chevrolet"".",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
41,709,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Trecho da rua Jerônimo Monteiro (DEPOIS) vemos prédios comerciais e ao fundo prédio do Teatro Glória.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
42,710,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Cais do Porto,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Trecho do Cais do Porto de Vitória (ANTES) a beira mar. Vemos guindastes ao fundo. Area alagada por toda a extensão do lugar.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
43,711,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Cais do Porto,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Trecho do Cais do Porto de Vitória (DEPOIS) a beira mar. Após as obras de calaçamento e construção de muro. Ao fundo e a esquerda Palácio Anchieta e no centro armazéns e guindastes.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
44,712,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Getúlio Vargas,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Getúlio Vargas (ANTES) operários trabalhando nas obras de calaçamento. Do lado esquerdo construção do muro do Porto de Vitória.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
45,713,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Getúlio Vargas,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Getúlio Vargas (DEPOIS) após as obras de ampliação e calçamento. Do lado esquerdo o muro recém construido do Porto de Vitória.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
46,714,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Getúlio Vargas,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Avenida Getúlio Vargas (ANTES) com casario em mau estado de conservação à esquerda, e trecho do armazém do cais do porto de Vitória. Vemos também vários pedestres.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
47,715,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Getúlio Vargas,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Avenida Getúlio Vargas (ANTES) canteiro de obras junto ao cais do porto. Do lado esquerdo um barracão para os operários. Ao centro trabalhadores, ao fundo navios.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
48,716,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Getúlio Vargas,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Getúlio Vargas (DEPOIS) do lado esquerdo armazéns do porto e à direita jardins e o relógio da praça 8 de setembro.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
49,717,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Governador Bley,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Governador Bley (ANTES) inicio da obras de calçamento.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
50,718,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Governador Bley,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Governador Bley (ANTES) vista da avenida Getúlio Vargas. Do lado esquerdo a praça 8 de setembro e ao centro o Hotel Soares e a Cia Vale do Rio Doce s/a - EFVM.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
51,719,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Governador Bley,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Governador Bley (ANTES) obras de ampliação e de calçamento. Prédio em construçao do lado esquerdo.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
52,720,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Governador Bley,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Governador Bley (DEPOIS) após as obras de ampliação e calçamento. Vemos alguns carros estacionados..,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
53,721,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Governador Bley,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Avenida Governador Bley (ANTES) com vista do atracadouro com diveros barris, tóneis e catraieiros.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
54,722,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Governador Bley,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Governador Bley (DEPOIS) após as obras de aterro e calçamento. Ao fundo trecho da baía de Vitória e Penedo.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
55,723,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Governador Bley,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Governador Bley (ANTES) vista do atracadouro e adireita trecho da baía de Vitória e Paul.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
56,724,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Governador Bley,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Governador Bley (DEPOIS) vista do alto. Do lado esquerdo armazém e prédio da adminstração do Porto de Vitória.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
57,725,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Getúlio Vargas,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Getúlio Vargas (DEPOIS) com trecho do armazém e alguns prédios no lado esquerdo do cais do porto de Vitória. Vemos também pedestres. Ao fundo o Penedo e guindastes.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
58,726,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Praça da Catedral,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Praça da Catedral de Vitória (ANTES) inicio das obras de calçamento.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
59,727,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Praça da Catedral,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Praça da Catedral de Vitória (ANTES) com chafariz no cnetro e a rua em volta com o calçamento.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
60,728,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Dionísio Rozendo,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua Dionísio Rozendo (ANTES) Vista do alto, mostrando grande extensão com casario e terrenos. Ruas sem calçamento.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
61,729,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Dionísio Rozendo,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua Dionísio Rozendo (DEPOIS) Vista do alto, mostrando grande extensão com casario e terrenos badios. Ruas sem calçamento e algumas demolições.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
62,730,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Domingos Martins,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua Domingos Martins (ANTES) Homens trabalhando na demolição de uma casa,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
63,731,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Praça da Catedral,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Praça da Catedral (DEPOIS) com trecho de rua que controna a igreja. Já com calçamento.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
64,732,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Caramuru,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua Caramuru (ANTES) vista do alto da ladeira. Rua bastante estreita ladeada por antigos sobrados e casas. Calçamento em situação muito precária.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
65,733,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Caramuru,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua Caramuru (DEPOIS) vista do alto da ladeira. Rua ampliada para os lados e ladeada por sobrados e casas. Calçamento e pequenos postes de iluminação além de árvores recém plantadas.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
66,734,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Caramuru,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua Caramuru (ANTES) vista de baixo. Rua bastante estreita ladeada por antigos sobrados, terrenos e casas. Calçamento em situação muito precária.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
67,735,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Caramuru,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua Caramuru (DEPOIS) vista de baixo. Rua ampliada para os lados e ladeada por sobrados e casas. Calçamento e pequenos postes de iluminação além de árvores recém plantadas.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
68,736,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua primeiro de Março (ANTES) com casario antigo, obras, trilhos de bonde e um homem encostado em poste, à direita em primeiro plano.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
69,737,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua São Francisco,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua São Francsico (ANTES) com linhas de bonde e antigos sobrados e casas. Alguns semi destruídos. Ao fundo e do lado esquerdo duas palmeiras.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
70,738,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua São Francisco,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua São Francsico (DEPOIS) após as obras de ampliação com algumas casas recem construídas.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
71,739,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua São Francisco,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua São Francsico (ANTES) mostrando sobrado e duas casas com portas e janelas construidas em plano inclinado. Ao fundo vemos parte do convento de São Francisco.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
72,740,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua São Francisco,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua São Francsico (DEPOIS) mostrando Strecho superior da rua. Do aldo direito uma casa branca recém construida com andares e varanda. Ao fundo vemos parte do convento de São Francisco.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
73,741,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua do Cruzeiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua do Cruzeiro (ANTES) com linha de bonde. Do aldo esquerdo duas casas, um sobrado e uma palmeira. Do lado direito a subida para o Convento de São Francisco.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
