,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
77,75,Ex-voto,São Francisco de Assis e Nossa Senhora,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto retangular horizontal, com recorte curvo superior; moldura reentrante, com friso vermelho interior. Pintura central já bem apagada, mas parece representar um homem deitado no chão, centrado por duas pilastras. Visões no lado esquerdo e direito. Neste, a figura de São Francisco de Assis, de hábito preto, com cruz e caveira; naquele, já totalmente apagada. Inscrição ao meio (ver acima). Fundo branco com quadriculado.","21,5"," 27,0 ","1,5",,,madeira | pintura | recorte | têmpera,Brasil > Minas Gerais,1839 | Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
78,74,Ex-voto,Santana Mestra,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto recortado em formato de uma cartela cordiforme, delimitada por friso dourado. Pintura central com a figura de um homem, vista de frente, deitada sobre um leito de cabeceira alta, com recortes curvos e arrematada por palmeta, com dossel vermelho e cortinado. Visão muito pequena, no canto superior direito, representando a Santana acompanhada da Virgem Menina, envolvida por nuvens brancas. Inscrição em branco na parte inferior.","27,7"," 21,0 ","1,0",,,douramento | madeira | ouro | pintura | recorte | têmpera,Brasil > Minas Gerais,1748 | Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
79,73,Relevo,Nossa Senhora de Presépio,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Relevo representando Nossa Senhora, em posição frontal, de cabeça erguida, olhos direcionados à frente; de cabelos pretos, em mechas onduladas. Braços flexionados junto ao peito, de mãos postas. Vestida de túnica branca com bolinhas marrons, cingida na cintura; manto azul e véu branco. Na parte inferior encontra-se o Menino Jesus, deitado sobre uma manjedoura trapezoidal (em perspectiva invertida), de faces emolduradas e pés curvos, e coberto por uma colcha branca e tem a cabeça apoiada sobre um travesseiro vermelho. Base reta, emoldurada.","26,0"," 20,0 ","3,0",,,barro | modelagem | policromia | queima | tinta,Brasil > Litoral do Brasil,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
80,70,Ex-voto,Figura feminina,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Representação de uma figura feminina, em posição frontal, de cabeça erguida, mãos postas junto ao peito, pernas retas com os pés paralelos. Possuí uma espécie de vestimenta quadrada ao meio.","20,0"," 2,0 ","4,5",,,entalhe | madeira,Brasil > Minas Gerais,[Século XIX?],museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
81,69,Ex-voto,Cabeça Humana,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Representação de um busto humano, com a cabeça elíptica, reta e à frente; cabelos com recortes serrilhados ao alto; pescoço reto, com gravações pontilhadas.","22,5"," 12,0 ","4,0",,,entalhe | madeira,Brasil > Minas Gerais,[Século XIX?] | 1899,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
82,68,Ex-voto,Cabeça Humana,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Representação uma cabeça humana, de formato esférico, com cabelos em estrias largas e retas para trás; com as orelhas esculpidas e boca aberta; sobrancelhas, olhos e bigode pintados. Com parte do pescoço.","21,0"," 20,0 ",20,,,entalhe | pedra,Brasil > Minas Gerais,s.d.,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
83,67,Algema,,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,"Peça de formato elíptico, em duas partes, presas em um lado, e livres de outro, onde são providas de um orifício. Possuí uma haste ao meio, presa em um lado e com orifício no outro.","3,0"," 10,0 ","13,0",,,ferro | fundição,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
84,66,Gargalheira,,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,"Peça em duas partes curvas, presas e articuladas ao alto, com os extremos terminados em argolas.","5,5"," 16,0 ",,,,ferro | fundição,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
85,65,Gargalheira,,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,"Peça em duas partes curvas, presas e articuladas ao alto, com os extremos terminados em argolas.","5,5"," 17,0 ",,,,ferro | fundição,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
86,64,Algema,,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,"Peça em duas partes, com duas recurvas, que quando fechadas, formam dois círculos. Articuladas em um dos extremos, onde são fixadas por um pino; o outro extremo com ressaltos, com orifícios.",," 6,5 ","4,0",,,ferro | fundição,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
87,63,Gargalheira com haste,,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,"Aro circular e grosso, em duas partes, articuladas em um extremo, onde se encontram fixadas por pino, e aberta no outro extremo, onde possuem orifícios e um bocal cilíndrico. Possuí duas hastes verticais curvas, terminadas em cruzetas de apontas afiadas para fora.","27,5"," 59,0 ","22,0","20,0",,ferro | fundição,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
88,62,Oratório,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório retangular, pintado de preto por fora, de base larga, emoldurada, em verde e vermelho. Porta de duas folhas, cada uma com par de almofadas rebaixadas, com pintura de flores geométricas ao meio; faces internas com pintura de anjos adoradores (um em cada almofada), ajoelhados sobre pedestais azuis; os anjos superiores em posição frontal, de braços cruzados junto ao peito; os inferiores em perfil, com as mãos postas; fundo ocre, com enquadramento em motivos orientais dourados, com pagodes, árvores, pássaros e figuras humanas com sombrinhas. Boca da tribuna em pilastras retas e lisas, com ressalto inferior e superior, e recorte em arco superior, com fecho de mísula; pintura em motivos orientais dourados. Arremate em cimalha larga, escalonada em frisos vermelhos e verdes. Interior com pintura de motivos florais (com janelas mostrando pintura mais antiga em paisagem arquitetônica). Continua OBS","133,0 *"," 72,0 ","36,0",,,douramento ferro batido | entalhe | madeira | ouro | policromia | recorte | tinta,Brasil > Minas Gerais,Século XVIII > 1ª metade do Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
89,61,Oratório,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório retangular, pintado de preto, de base larga emoldurada. Porta de duas folhas lisas, com dobradiça à vista; faces internas com pintura de par de cabeças de anjos, com asas vermelhas e azuis. Arremate superior em moldura larga, pintado de preto. Boca com par de pilastras retas, em marmorizado azul reentrante, com entablamento; parte superior em arco, com um fecho de mísula e cantos emoldurados e marmorizados em azul. Internamente possuí, na parte inferior, um compartimento reto com tampa. Pintura interna em motivos florais grandes, com confetes, sobre fundo marrom.","103,0"," 65,0 ","32,0",,,fundição | madeira | pintura metal | recorte | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
90,60,Oratório,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório retangular, com gaveta inferior de almofadas losangulares rasas, com puxador em pingente; moldura larga acima. Porta de duas folhas, cada uma com três almofadas rasas, de quinas abatidas em ¼ de círculo; faces internas com pinturas figurativas representando seis Passos da Via Crucis: no lado esquerdo, acima, o Ecce Homo, com o Cristo de punhos amarrados, seminu, de capa vermelha, ladeado por dois guardas romanos que portam lanças; ao meio, o Cristo preso a uma coluna alta, seminu, sendo chicoteado por dois guardas romanos; embaixo, o Cristo carregando a cruz, vestido de túnica vermelha, e sendo ajudado por um guarda; no lado direito, acima, a Prisão de Cristo, que aparece acompanhado de um apóstolo e de quatro guardas romanos com lanças; ao meio, a Santa Ceia, com uma mesa quadrada, ao redor da qual se encontram Cristo e os doze apóstolos; embaixo, o Cristo da Agonia, de joelhos, tendo um anjo ao alto, que lhe trás um cálice e cruz, e um anjo dormindo ao lado. (continua OBS)","153,0"," 88,0 ","41,0",,,douramento ferro fundido | entalhe | madeira | ouro | policromia | recorte | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
91,59,Oratório,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório retangular, de base larga e emoldurada. Porta de duas folhas, de recorte curvo superior, cada uma com três almofadas altas, escalonadas em frisos; presas por dobradiças do tipo cachimbo. Faces internas das folhas com pinturas figurativas: a da esquerda, com a figura do Arcanjo Miguel, empunhando espada e balança, de vestes vermelhas com couraça e elmo de plumagem, pisando sobre um demônio; na parte inferior aparecem almas nas chamas do purgatório; a da direita, com outra figura de Anjo (Arcanjo Gabriel?), levando uma palma, e também de vestes vermelhas com couraça e elmo, tendo por companhia uma pomba (?) alto e um livro diante dele; flores aparecem na parte inferior. Parte superior do oratório arqueada, em cimalha frisada, arrematada por frontão recortado em volutas. Boca de recorte liso; interior em pintura com motivos florais.","103,0"," 50,0 ","26,0",,,fundição | madeira | policromia ferro | recorte | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
92,57,Medalha devocional,Agonia de Cristo,Não identificado,12 Objetos Pessoais > 12.7 Objeto de Devoção Pessoal,"Medalhão de formato elíptico, contornado por friso retorcido, com uma alça circular na parte superior. Interior com relevo branco representando a figura de Jesus Cristo ajoelhado, com o indicador da mão direita apontando para o coração, tendo á sua frente um cálice. Envidraçado.","7,5"," 6,0 ","1,5",,,gesso | modelagem metal | prensa | vidro,[Brasil?],Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
93,56,Imagem da Virgem Maria,Nossa Senhora do Rosário,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de pé, em posição frontal, cabeça voltada à direita, para onde direciona os olhos; cabelos compridos. Braço direito flexionado á frente, sem a mão. Braço esquerdo flexionado ao lado, mão segurando uma dobra do manto, no qual se assenta o Menino Jesus nu, com mão direita de abençoar e a esquerda levando um globo azul. Perna direita da figura dobrada e a esquerda de apoio; pés em ângulo. Vestida de túnica cingida na cintura; mantelete fixado por firmal; manto logo e véu sobre a cabeça. Base atributiva em tufos de nuvens com quatro cabeças de anjos, sendo duas ao centro em posição divergente; todos os anjos têm os olhos direcionados ao alto. Peanha em madeira, em tronco piramidal, com moldura reentrante na frente, marmorizada de vermelho.","39,0"," 15,0 ","7,5",,,douramento | entalhe | ouro | pedra sabão | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
94,55,Imagem de santo,São Miguel,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, inacabada, de pé, em posição frontal, de cabeça erguida; cabelos compridos; só com os tocos dos braços. Perna direita dobrada, com o pé sobre um bloco irregular; perna esquerda de apoio. Vestido de saiote com couraça, faixa transversal terminada em bainha; botas de cano alto. Base quadrada, de quinas arredondadas.","92,5"," 40,0 ","27,0",,,entalhe | madeira,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
95,54,Imagem de santo,São Sebastião,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, jovem, de pé, em posição frontal, com a cabeça erguida, com os olhos à frente; cabelos compridos, com duas mechas caídas pela frente. Braço direito flexionado e erguido, com a mão espalmada para baixo; braço esquerdo estendido lateralmente, com a mão espalmada para dentro. Perna direita levemente dobrada e a esquerda reta; com os pés em paralelo. Vestido por perizônio azul de contorno dourado, preso por corda, aberto sobre a coxa direita. Tem marcas de setas, com estrias vermelhas, nos braços, tórax e pernas. Por trás tem um tronco verde de árvore desgalhada, bifurcado em duas partes. Base em escócia, de moldura entalhada, nas cores azul e vermelho, com pregos fixados nas faces.","107,0"," 40,0 ","24,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
0,53,Imagem de santo,São Sebastião,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, jovem, de pé, em posição frontal, com a cabeça voltada à direita, com os olhos levantados; cabelos compridos, com duas pontas caídas pela frente. Só tem o toco do braço esquerdo, suspenso; braço direito estendido lateralmente, com a mão aberta. Perna direita reta e a esquerda dobrada; com o pé direito à frente, e o esquerdo mais afastado, com o calcanhar suspenso. Vestido por perizônio branco, curto, preso por nó lateral. Tem marcas de setas, com estrias vermelhas, nos braços, tórax e pernas. Por trás tem um tronco verde de árvore desgalhada, bifurcada superiormente, com a base arredondada.","68,0"," 22,5 ","19,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
